Ionization energy (eV): 60.21784
Energy (eV)	Rate coefficient (m3/s)
1.0	1.2781414356543558e-51
2.0	2.612191433747135e-34
3.0	2.2391391527016994e-28
4.0	3.0482830553722276e-25
5.0	2.8360949292715236e-23
6.0	6.36442141172603e-22
7.0	6.122772142418676e-21
8.0	3.419583734142274e-20
9.0	1.320277249896062e-19
10.0	3.9232447955105546e-19
11.0	9.618409688512607e-19
12.0	2.039054674000743e-18
13.0	3.8625970423156565e-18
14.0	6.694555883646293e-18
15.0	1.0802712946089166e-17
16.0	1.6444954042149287e-17
17.0	2.385652103901899e-17
18.0	3.324197040164358e-17
19.0	4.477011736300912e-17
20.0	5.85722248344708e-17
21.0	7.474241931908373e-17
22.0	9.333972863652983e-17
23.0	1.1439108600549646e-16
24.0	1.3789494433273538e-16
25.0	1.6382511333666155e-16
26.0	1.9213452521665476e-16
27.0	2.2275888662573765e-16
28.0	2.556200182008198e-16
29.0	2.9062887863321438e-16
30.0	3.2768824932659646e-16
31.0	3.66695060975228e-16
32.0	4.075423408380207e-16
33.0	4.501212583747594e-16
34.0	4.943218502377369e-16
35.0	5.400348665742861e-16
36.0	5.871524269636098e-16
37.0	6.355688377390797e-16
38.0	6.851812205723503e-16
39.0	7.358898947784238e-16
40.0	7.875988345511905e-16
41.0	8.402158341542417e-16
42.0	8.936527471347658e-16
43.0	9.478254749871983e-16
44.0	1.0026540713822915e-15
45.0	1.0580628281114614e-15
46.0	1.113979989743934e-15
47.0	1.1703378487637254e-15
48.0	1.227072665061432e-15
49.0	1.2841244916515951e-15
50.0	1.3414370158120531e-15
51.0	1.3989574548290507e-15
52.0	1.4566364534521738e-15
53.0	1.5144278945028977e-15
54.0	1.5722886527910847e-15
55.0	1.6301787119916137e-15
56.0	1.688060713107171e-15
57.0	1.7459000298275314e-15
58.0	1.8036644811768438e-15
59.0	1.8613242570453294e-15
60.0	1.9188515977447927e-15
61.0	1.9762217726895515e-15
62.0	2.0334106167854336e-15
63.0	2.090396726719972e-15
64.0	2.1471603125280143e-15
65.0	2.203683208235473e-15
66.0	2.2599486483617077e-15
67.0	2.3159415474144134e-15
68.0	2.3716480137858383e-15
69.0	2.42705551145654e-15
70.0	2.4821523078506162e-15
71.0	2.5369291571393826e-15
72.0	2.5913757839250077e-15
73.0	2.6454842441015787e-15
74.0	2.6992473170891343e-15
75.0	2.7526582784792217e-15
76.0	2.80571155199416e-15
77.0	2.8584020719930426e-15
78.0	2.9107255717677626e-15
79.0	2.962678368328097e-15
80.0	3.0142573279612433e-15
81.0	3.065459785357505e-15
82.0	3.1162841393145247e-15
83.0	3.16672856364327e-15
84.0	3.2167914365846864e-15
85.0	3.2664727743085345e-15
86.0	3.31577190138295e-15
87.0	3.3646888784567148e-15
88.0	3.4132239794248458e-15
89.0	3.461377804976175e-15
90.0	3.5091512880724953e-15
91.0	3.5565455313775545e-15
92.0	3.6035617199669e-15
93.0	3.650201880943442e-15
94.0	3.69646734793947e-15
95.0	3.742360264215998e-15
96.0	3.7878826769686724e-15
97.0	3.833036857319653e-15
98.0	3.877825076573644e-15
99.0	3.9222500357262705e-15
100.0	3.966314292041473e-15
101.0	4.010020482955475e-15
102.0	4.053371417227223e-15
103.0	4.096369924964642e-15
104.0	4.139019286776069e-15
105.0	4.181322172925093e-15
106.0	4.223281830242147e-15
107.0	4.264901231301935e-15
108.0	4.3061836234742415e-15
109.0	4.3471322475186e-15
110.0	4.38775026224687e-15
111.0	4.428041287502718e-15
112.0	4.468007589162271e-15
113.0	4.507653528126565e-15
114.0	4.546981836868918e-15
115.0	4.5859957319337954e-15
116.0	4.624699402170672e-15
117.0	4.663095183333196e-15
118.0	4.701186723575505e-15
119.0	4.73897740006731e-15
120.0	4.7764703258198245e-15
121.0	4.8136689040820974e-15
122.0	4.850576356413559e-15
123.0	4.887195953768916e-15
124.0	4.923530967624618e-15
125.0	4.959584704146966e-15
126.0	4.9953599065900115e-15
127.0	5.0308605047324205e-15
128.0	5.066088871969328e-15
129.0	5.101048892998682e-15
130.0	5.1357431423312594e-15
131.0	5.170174912148399e-15
132.0	5.2043470704348674e-15
133.0	5.238262578755569e-15
134.0	5.2719253566451455e-15
135.0	5.305337197697147e-15
136.0	5.338501795568527e-15
137.0	5.371421602618995e-15
138.0	5.404099835496509e-15
139.0	5.436539301384228e-15
140.0	5.468742502215276e-15
141.0	5.500712509845135e-15
142.0	5.532452240814146e-15
143.0	5.563964086059124e-15
144.0	5.595250862128986e-15
145.0	5.626316196822014e-15
146.0	5.657160426843129e-15
147.0	5.687788184710576e-15
148.0	5.718201456370116e-15
149.0	5.748402919928145e-15
150.0	5.7783949216413335e-15
