Ionization energy (eV): 74.2174455
Energy (eV)	Rate coefficient (m3/s)
1.0	6.54444974527198e-74
2.0	1.0185611770628333e-44
3.0	5.24142249855487e-35
4.0	3.719488919108494e-30
5.0	3.027714443476332e-27
6.0	2.6502794232719643e-25
7.0	6.499582201016307e-24
8.0	7.202233507425803e-23
9.0	4.700585769265878e-22
10.0	2.117864604803659e-21
11.0	7.286693555474772e-21
12.0	2.0475663822416815e-20
13.0	4.9228631150645805e-20
14.0	1.0468757154331897e-19
15.0	2.0176778533754671e-19
16.0	3.589461645115628e-19
17.0	5.977315798400323e-19
18.0	9.419237298557357e-19
19.0	1.416771360930299e-18
20.0	2.048123598594891e-18
21.0	2.86164324192251e-18
22.0	3.882125738430898e-18
23.0	5.132945645034065e-18
24.0	6.635633266612718e-18
25.0	8.409578535813369e-18
26.0	1.0471845773969984e-17
27.0	1.283708432904747e-17
28.0	1.551751785994531e-17
29.0	1.85229958524464e-17
30.0	2.186108883485622e-17
31.0	2.5537221189801235e-17
32.0	2.955481864078149e-17
33.0	3.391548144356278e-17
34.0	3.8619148000689646e-17
35.0	4.3664271341156907e-17
36.0	4.904798162701632e-17
37.0	5.476625630674864e-17
38.0	6.081405892393788e-17
39.0	6.71854995198207e-17
40.0	7.387394475728944e-17
41.0	8.087215846489639e-17
42.0	8.817239800834802e-17
43.0	9.576651537790922e-17
44.0	1.0364605343235288e-16
45.0	1.118023022448099e-16
46.0	1.202263933607863e-16
47.0	1.2890939585102977e-16
48.0	1.3784224490245725e-16
49.0	1.470159252912187e-16
50.0	1.564214519287786e-16
51.0	1.6604989817975227e-16
52.0	1.7589244673388416e-16
53.0	1.8594040187560804e-16
54.0	1.9618521573944724e-16
55.0	2.066185011554964e-16
56.0	2.172320511881134e-16
57.0	2.2801784961214293e-16
58.0	2.3841567608170947e-16
59.0	2.5007508934167187e-16
60.0	2.6133152242316383e-16
61.0	2.727301423732522e-16
62.0	2.8426400116485373e-16
63.0	2.9592630472889117e-16
64.0	3.0771050500550155e-16
65.0	3.196102655810401e-16
66.0	3.3161942969318996e-16
67.0	3.437321099243495e-16
68.0	3.559425501046659e-16
69.0	3.6824524340418555e-16
70.0	3.80634847977842e-16
71.0	3.9310624780324905e-16
72.0	4.0565447932695366e-16
73.0	4.182747652031333e-16
74.0	4.3096251039215187e-16
75.0	4.437133146973957e-16
76.0	4.565228804542033e-16
77.0	4.69387158588048e-16
78.0	4.823021800625461e-16
79.0	4.952641501228663e-16
80.0	5.082694490494659e-16
81.0	5.213145604426255e-16
82.0	5.343961090025809e-16
83.0	5.475108692136358e-16
84.0	5.606557400642707e-16
85.0	5.738277377064046e-16
86.0	5.870239500983239e-16
87.0	6.002417097878496e-16
88.0	6.13478286001354e-16
89.0	6.267311852911496e-16
90.0	6.399979529186015e-16
91.0	6.532762486430611e-16
92.0	6.665638341117047e-16
93.0	6.798585937563197e-16
94.0	6.931583444035198e-16
95.0	7.064612140287549e-16
96.0	7.197652386559096e-16
97.0	7.330686237206931e-16
98.0	7.463696095499344e-16
99.0	7.596665076688135e-16
100.0	7.729577155158729e-16
101.0	7.862416852619069e-16
102.0	7.995169363132572e-16
103.0	8.12782054908961e-16
104.0	8.260356791197606e-16
105.0	8.392764780657958e-16
106.0	8.525032725450783e-16
107.0	8.657148172329141e-16
108.0	8.789099616900476e-16
109.0	8.92087649918374e-16
110.0	9.052467592195918e-16
111.0	9.18386347192468e-16
112.0	9.315054419047615e-16
113.0	9.446031070410197e-16
114.0	9.576784727092709e-16
115.0	9.707307031726126e-16
116.0	9.837590371751305e-16
117.0	9.967625508041526e-16
118.0	1.0097405982031768e-15
119.0	1.0226926478425567e-15
120.0	1.0356177888853027e-15
121.0	1.0485154708328982e-15
122.0	1.0613851063463619e-15
123.0	1.0742260638714304e-15
124.0	1.087037816315523e-15
125.0	1.0998198407283728e-15
126.0	1.1125716374717585e-15
127.0	1.125292708260114e-15
128.0	1.1379826075901945e-15
129.0	1.1506409025983788e-15
130.0	1.1632671886507536e-15
131.0	1.175861078417817e-15
132.0	1.1884221959391366e-15
133.0	1.2009501533873724e-15
134.0	1.213444677823266e-15
135.0	1.2259054230667392e-15
136.0	1.2383320940736688e-15
137.0	1.250724413766106e-15
138.0	1.2630821905127294e-15
139.0	1.2754049467221874e-15
140.0	1.2876927880102896e-15
141.0	1.2999452176447838e-15
142.0	1.3121621065768472e-15
143.0	1.3243433748876354e-15
144.0	1.336488659765888e-15
145.0	1.3485979160539482e-15
146.0	1.3606709713839073e-15
147.0	1.3727076435869547e-15
148.0	1.3847078619424283e-15
149.0	1.3966712434893026e-15
150.0	1.408598287302063e-15
